Account__c,Auth_Code__c,VM_Use_Count__c,distributor_id__c,End_Date__c,Hypervisor__c,isdevice__c,last_checkin_date__c,License_DB_Id__c,LicenseDB_Device_Id__c,licensedb_license_id__c,Marketplace__c,Parent_Authorization_Code__c,Product_Code__c,Product_Family__c,Quantity__c,reseller_id__c,Serial_Number__c,Software_Version__c,Software_version_group__c,Start_Date__c,Status__c,tenant_id__c,Parent_Device_Asset__r.License_DB_Id__c
00170000011sFbsAAE,66067988,1,a0N70000007gTWIEA2,2020-08-01,,YES,2019-12-02,D28108561146731475,D2810856,,0,66067988,PAN-PA-3020,PA-3020,1,0017000000dMqGq,001801051360,8.1.6-h2,8.1,2017-10-25,ACTIVE,,
0017000001RJm0QAAT,,,,2036-12-15,ESXi,YES,2019-11-11,D422365233721869,D4223652,,0,69415621,PAN-VM-50-SP-PREM-BND2-YU,VM-50,1,,015351000018435,8.1.9-h4,8.1,2018-11-22,ACTIVE,,
0017000001OuXa9AAF,18960914,1,a0N7000000WDd2LEAT,2020-06-20,,YES,2019-12-02,D19307641146899751,D1930764,,0,18960914,PAN-PA-3020,PA-3020,1,0017000000of2Ea,001801034730,9.0.4,9.0,2016-06-20,ACTIVE,,
0017000000yOqRoAAK,,,a0N7000000UHJWOEA5,2022-07-29,ESXi,YES,2019-12-02,D407114932761550,D4071149,,0,99532184,PAN-VM-50-PERP-BND2-PREM-5YR,VM-50,1,0017000000miXl9,015351000017394,8.1.10,8.1,2018-10-26,ACTIVE,,
00170000019KNVtAAO,S9466847,,a0N70000007gTWIEA2,2022-06-28,,YES,2019-09-23,D17388314226952,D173883,,0,58048061,PAN-PA-500-2GB,PA-500,1,0017000000dMqGq,009401010620,8.1.0,8.1,2014-12-08,ACTIVE,,
0017000000osOqPAAU,S4499608,,a0N70000007gTWrEAM,2022-07-24,,YES,2019-12-02,D2418463108100525,D2418463,,0,41521654,PAN-PA-220,PA-220,1,0017000000ndtRg,012801007921,8.1.9-h4,8.1,2017-06-30,ACTIVE,,
0017000000s5G95AAE,S2739820,,,2023-12-31,,YES,2019-12-02,D229939225063130,D2299392,,0,70421965,PAN-M-500,M-500,1,,007307001145,8.1.10,8.1,2017-04-28,ACTIVE,,
0017000000jFJHJAA4,79945996,1,a0N70000007gTWrEAM,2020-09-25,,YES,2019-12-02,D34033581248496460,D3403358,,0,79945996,PAN-PA-820,PA-820,1,0017000000cLa5K,012001014266,8.1.11,8.1,2018-05-08,ACTIVE,,
00170000011LucVAAS,95064487,,a0N7000000o8QuIEAU,2015-10-22,,YES,2017-08-23,D1565691085565,D156569,,0,95064487,PAN-PA-5050-D,PA-5050,1,0017000000wM0gT,008401000654,6.0.9,6.0,2014-11-25,INACTIVE,,
0017000000qKTpaAAG,18042850,1,a0N7000000WDd2LEAT,2020-05-27,,YES,2019-12-02,D125446109742373,D125446,,0,18042850,PAN-PA-200,PA-200,1,0017000000dMHee,001606020036,8.1.6,8.1,2014-02-05,ACTIVE,,
0017000000tBXzoAAG,,,a0N7000000NY2VUEA1,2021-07-31,ESXi,YES,,D206804414864727,D2068044,,0,75703922,PAN-VM-300-PERP-USG-BND-5YR,VM-300,1,0017000000ndAo3,007200015246,,,2016-09-26,ACTIVE,,
0017000001QXYZlAAP,28231649,1,a0N700000128eKNEAY,2018-07-06,,YES,2018-07-24,D191714518776026,D1917145,,0,28231649,PAN-PA-200,PA-200,1,0017000000pdPrC,001606062951,7.1.3,7.1,2016-07-06,INACTIVE,,
0010g00001j3E5b,,,,2023-01-31,KVM,YES,2019-12-02,D55395551250480848,D5539555,,0,52523942,PAN-VM-ELA-BND2-PREM-5YR,VM-300,1,00170000011tp3m,007254000085196,8.1.7,8.1,2019-10-09,ACTIVE,,
0017000000QhN2lAAF,44434904,,a0N70000007gTWrEAM,2021-04-10,,YES,,D421155025560800,D4211550,,0,44434904,PAN-PA-7000-20GQXM-NPC,PA-7000,1,0017000000kZIey,013601001225,,,,ACTIVE,,
0017000000dy94zAAA,,,a0N70000007gTWIEA2,2020-12-31,NSX,YES,2019-07-27,D5146608114233421,D5146608,,0,23206084,PAN-VM-1000-HV-ELA-3YR,VM-1000-HV,1,0017000000dMqGq,007900000030956,7.1.0,7.1,2019-07-27,ACTIVE,,
0017000000dxRkOAAU,44635216,,a0N7000000WDd2LEAT,2021-04-22,,YES,2019-12-02,D328369725326830,D3283697,,0,44635216,PAN-PA-220,PA-220,1,0017000000WRPwc,012801046686,8.1.9-h4,8.1,2018-04-24,ACTIVE,,
0017000000lhxQ6AAI,29582699,,a0N70000007gTWhEAM,2021-09-14,,YES,2019-12-02,D390183231054085,D3901832,,0,29582699,PAN-PA-220,PA-220,1,00170000016V9PG,012801071807,8.1.10,8.1,2018-09-14,ACTIVE,,
0017000000yPCZeAAO,73553576,,a0N700000128eCnEAI,2019-02-02,AWS,YES,2019-02-01,D186666712179338,D1866667,,0,73553576,PAN-VM-100,VM-100,1,0017000000dqgm4,007000007599,7.0.3,7.0,2015-11-10,INACTIVE,,
0017000001NW7GgAAL,60361937,1,a0N70000007gTWIEA2,2020-09-08,,YES,2019-12-02,D20153711248985679,D2015371,,0,60361937,PAN-PA-500-2GB,PA-500,1,0017000000LLbqG,009401029553,8.1.10,8.1,2016-09-08,ACTIVE,,
0017000001CLwARAA1,S9425835,,a0N70000007gTWrEAM,2022-09-01,,YES,2019-12-02,D3051048114641973,D3051048,,0,88950283,PAN-PA-3060,PA-3060,1,0017000000kZIey,010401006914,8.1.10,8.1,2018-03-20,ACTIVE,,
0017000000m9wdwAAA,85390946,,a0N70000007gTWIEA2,2016-10-15,,YES,2013-09-22,D3758313248178,D37583,,0,85390946,PAN-PA-200,PA-200,1,0017000000juOHj,001606003067,5.0.7,5.0,2012-05-08,INACTIVE,,
0017000000bGOxgAAG,19087523,,a0N70000007gTWfEAM,2019-07-07,,YES,2019-06-26,D145437999340,D145437,,0,19087523,PAN-PA-3020,PA-3020,1,0017000000VShqr,001801010651,8.1.6,8.1,2014-07-07,INACTIVE,,
0017000000xO6BVAA0,44847997,1,a0N7000000o9DI1EAM,2021-10-01,,YES,2019-11-24,D266361731328304,D2663617,,0,44847997,PAN-PA-820,PA-820,1,0010g00001YI3dS,012001005183,8.0.5,8.0,2017-08-29,ACTIVE,,
0017000000q5IWqAAM,S6282816,,a0N7000000Rqa3sEAB,2022-07-01,,YES,2019-08-27,D243198429620646,D2431984,,0,89267235,PAN-PA-200E,PA-200,1,0017000000q5IWq,001606081477,7.1.22,7.1,2016-11-30,ACTIVE,,
0017000000mAUAyAAO,91478539,,a0N70000007gTWvEAM,2020-09-29,Azure,YES,2019-12-02,D281240120644941,D2812401,,0,91478539,PAN-VM-100,VM-100,1,0017000000bEg8Y,007057000028320,8.1.10,8.1,2017-10-03,ACTIVE,,
0017000000woWsQAAU,84990328,,a0N70000007gTWIEA2,2021-03-27,,YES,2019-10-11,D327474825250711,D3274748,,0,84990328,PAN-PA-220,PA-220,1,0017000000LLbqG,012801045079,8.0.3,8.0,2018-03-27,ACTIVE,,
0017000001T04zMAAR,77736004,1,a0N7000000KgPyKEAV,2020-04-13,,YES,2019-11-29,D2522536109779504,D2522536,,0,77736004,PAN-PA-200,PA-200,1,0010g00001ZYlT5,001606085129,7.1.5,7.1,2017-01-30,ACTIVE,,
0017000000mjoJuAAI,87019932,,a0N7000001d76b0EAA,2021-08-30,,YES,2019-12-02,D376436629882162,D3764366,,0,87019932,PAN-PA-3220,PA-3220,1,0017000000fPdDV,016201003037,8.1.11,8.1,2018-10-16,ACTIVE,,
0017000001VtZVDAA3,61609178,,a0N7000000PvA2pEAF,2018-07-24,,YES,2019-09-22,D246682018135973,D2466820,,0,61609178,PAN-PA-500-2GB,PA-500,1,0017000001XPxAF,009401037226,7.1.5,7.1,2017-07-24,INACTIVE,,
0017000001OwnjfAAB,21024519,,a0N7000000WCIpZEAX,2021-11-05,,YES,2019-12-02,D396774031668960,D3967740,,0,21024519,PAN-PA-220,PA-220,1,0017000000naue8,012801074197,8.1.4,8.1,2018-11-05,ACTIVE,,
0017000001RKGQpAAP,66066638,,a0N7000001u0UtREAU,2021-09-11,,YES,,D361394928486205,D3613949,,0,66066638,PAN-PA-7000-AMC-1TB-PAIR,PA-7000,1,00170000012MDF4,016001002891,,,,ACTIVE,,
00170000019LLefAAG,16210945,1,a0N7000000i2xisEAA,2020-05-25,,YES,2019-12-02,D1816961109724127,D1816961,,0,16210945,PAN-PA-3020,PA-3020,1,0017000000u2OIt,001801020155,8.1.4,8.1,2015-05-25,ACTIVE,,
0017000000yoRNzAAM,20437215,,a0N70000007gTWwEAM,2022-07-19,,YES,2019-12-02,D4941081110540238,D4941081,,0,20437215,PAN-PA-220,PA-220,1,0017000000nxFYG,012801110541,8.1.9,8.1,2019-07-19,ACTIVE,,
00170000011MGppAAG,S9152440,,a0N700000128eCnEAI,2023-10-01,,YES,,D3989595110388234,D3989595,,0,74745152,PAN-PA-3260,PA-3260,1,0017000001Vsp92,016401001740,,,2019-06-11,ACTIVE,,
00170000015Ekq2AAC,96970788,1,a0N7000000WDd2LEAT,2020-05-13,,YES,2019-12-02,D1793084104863435,D1793084,,0,96970788,PAN-PA-500-2GB,PA-500,1,0017000000lhxFx,009401013052,6.1.0,6.1,2015-02-06,ACTIVE,,
00170000011tHhYAAU,44397875,,a0N7000000KgPyKEAV,2020-05-12,,YES,2019-12-02,D227127016740927,D2271270,,0,44397875,PAN-PA-500-2GB,PA-500,1,0017000001Db9pF,009401035246,8.1.6,8.1,2017-05-12,ACTIVE,,
0017000000kZ354AAC,82759293,,a0N70000007gTWIEA2,2019-01-20,,YES,2019-01-23,D2169513154457,D21695,,0,82759293,PAN-PA-500,PA-500,1,0017000000y1vUB,0006C105896,7.0.9,7.0,2011-07-07,INACTIVE,,
0017000000t9o9EAAQ,93910408,,a0N7000000o9jbVEAQ,2020-08-19,,YES,2019-12-02,D4873401109678515,D4873401,,0,93910408,PAN-PA-220,PA-220,1,00170000011NNoF,012801108696,9.0.5,9.0,2019-08-19,ACTIVE,,
0017000000tBXzoAAG,,,a0N7000000NY2VUEA1,2021-07-31,ESXi,YES,,D205854314815755,D2058543,,0,75703922,PAN-VM-300-PERP-USG-BND-5YR,VM-300,1,0017000000ndAo3,007200012156,,,2016-09-26,ACTIVE,,
0017000000ukc95AAA,74879026,,a0N70000007gTWaEAM,2021-03-08,,YES,2019-12-02,D318010024047815,D3180100,,0,74879026,PAN-PA-5220-DC,PA-5220,1,0017000000n8UYm,015201000534,8.1.6,8.1,2018-03-08,ACTIVE,,
00170000014M5MtAAK,24400274,1,a0N700000128e9AEAQ,2020-11-19,,YES,2019-12-02,D18580021251515939,D1858002,,0,24400274,PAN-PA-3060,PA-3060,1,0017000000cLo0c,010401001781,8.1.11,8.1,2015-10-21,ACTIVE,,
0017000000u3RTkAAM,77473045,,a0N70000007gTWIEA2,2018-09-07,,YES,2015-10-09,D184659712683915,D1846597,,0,77473045,PAN-PA-3020,PA-3020,1,0017000000kYP0B,001801024376,6.1.7,6.1,2015-09-07,INACTIVE,,
0017000000qvdWXAAY,X9064171,,a0N7000000WDd2LEAT,2019-01-18,,YES,2019-01-17,D60675100694613,D60675,,0,62469029,PAN-PA-500,PA-500,1,0017000000xMjEO,0006C112886,7.1.18,7.1,2012-11-27,INACTIVE,,
0017000001DcKWbAAN,,,a0N7000000UHJWOEA5,2022-07-26,Azure,YES,2019-12-02,D5180682114569538,D5180682,,0,15684568,PAN-VM-300-PERP-BND2-PREM-3YR,VM-300,1,00170000014JNL1,007257000076919,9.0.3,9.0,2019-08-01,ACTIVE,,
0017000001A8LwMAAV,78212227,,a0N70000007gTWIEA2,2019-11-30,,YES,2019-12-02,D213398415443907,D2133984,,0,78212227,PAN-PA-3020,PA-3020,1,00170000012N6uX,001801041813,8.1.11,8.1,2016-11-30,INACTIVE,,
0017000001QYhzJAAT,96944922,1,a0N7000000WDd2LEAT,2020-09-28,,YES,2018-03-15,D19643081247780436,D1964308,,0,96944922,PAN-PA-3050,PA-3050,1,0017000000t9dzW,001701011288,7.1.4-h2,7.1,2016-07-28,ACTIVE,,
0017000000bEJtKAAW,44471034,1,a0N7000000KhLlNEAV,2019-12-31,,YES,2019-12-02,D296603427859082,D2966034,,0,44471034,PAN-PA-3020,PA-3020,1,0017000001XRkvK,001801024489,9.0.4,9.0,2017-12-03,ACTIVE,,
0017000000nA5ACAA0,86117703,,a0N70000007gTWrEAM,2021-12-14,,YES,2019-01-04,D414313733449573,D4143137,,0,86117703,PAN-PA-220,PA-220,1,0010g00001YJM93,012801090278,8.0.7,8.0,2019-01-04,ACTIVE,,
0017000001SxeL6AAJ,23933188,,a0N700000128eCnEAI,2022-02-28,,YES,2019-12-02,D4524918102652734,D4524918,,0,23933188,PAN-PA-220,PA-220,1,0017000000drJaS,012801094729,8.0.7,8.0,2019-02-28,ACTIVE,,
001700000138hr6AAA,51482164,,a0N70000007gTWrEAM,2022-05-26,,YES,2019-12-02,D4783774108258256,D4783774,,0,51482164,PAN-PA-3260,PA-3260,1,0017000000vGIMq,016401003298,8.1.9-h4,8.1,2019-07-09,ACTIVE,,
0017000001RKeR7AAL,,,a0N70000007gTWhEAM,2020-07-09,ESXi,YES,2019-12-02,D371705029340689,D3717050,,0,77772003,PAN-VM-100-PERP-BND2-PREM-1YR,VM-100,1,0017000001RKeR7,007051000045670,8.1.0,8.1,2018-07-22,ACTIVE,,
0017000000rZBHuAAO,37902744,,a0N7000000WDd2LEAT,2021-08-22,,YES,2019-12-02,D381553730280310,D3815537,,0,37902744,PAN-PRA-25,Panorama,1,0017000000bDs2z,000702733656,8.1.5,8.1,2018-08-22,ACTIVE,,
0017000000gE2ySAAS,87836276,1,a0N70000007gTWIEA2,2020-04-30,,YES,2019-12-02,D1812757100897878,D1812757,,0,87836276,PAN-PA-200E,PA-200,1,0017000000LLbqG,001606037637,7.1.10,7.1,2015-05-04,ACTIVE,,
0017000000tg0D7AAI,32969783,,a0N70000007gTWdEAM,2021-12-14,,YES,,D419391614736142,D4193916,,0,32969783,PAN-PA-7000-AMC-1TB,PA-7000,1,0017000001BQ4Vm,002901006715,,,,ACTIVE,,
0017000000yPDdcAAG,S4490502,,a0N70000007gTWIEA2,2021-08-01,,YES,2019-12-02,D4749775108144145,D4749775,,0,72439038,PAN-PA-5220-AC,PA-5220,1,0017000001OWCal,013201014814,9.0.4,9.0,2019-04-25,ACTIVE,,
0017000000jCASNAA4,57104240,,a0N7000000Gua9WEAR,2019-04-11,,YES,,D190905913380259,D1909059,,0,57104240,PAN-PA-5020-SSD2,PA-5020,1,0017000000tcQk7,002501001995,,,2016-04-11,INACTIVE,,
0017000000woYTaAAM,89664710,1,a0N7000000KgPyKEAV,2020-03-17,,YES,2019-12-02,D10974533451766,D109745,,0,89664710,PAN-PA-500-2GB,PA-500,1,0017000000sdj39,009401004130,7.1.24-h1,7.1,2014-05-21,ACTIVE,,
0017000000q5IWqAAM,S2151746,,a0N7000000Rqa3sEAB,2022-07-01,,YES,2019-12-02,D3807965110626263,D3807965,,0,89267235,PAN-PA-220,PA-220,1,0017000000q5IWq,012801068690,8.1.8,8.1,2019-06-14,ACTIVE,,
00170000019M12FAAS,26189383,,a0N7000001AIXvlEAH,2021-03-30,,YES,2019-12-02,D305522422658640,D3055224,,0,26189383,PAN-PA-820,PA-820,1,0017000000bGCRS,012001010007,8.1.9,8.1,2018-07-23,ACTIVE,,
0017000000lBCB5AAO,,,a0N7000000Rqa3sEAB,2020-03-30,,YES,,D4378998103132683,D4378998,,0,92557816,PAN-PA-3220-LAB,PA-3220,1,0017000000dMXYm,016201008586,,,2018-01-29,ACTIVE,,
0010g00001aBYXqAAO,76578162,1,a0N70000007gTWIEA2,2020-03-25,,YES,2019-12-02,D3900446110539818,D3900446,,0,76578162,PAN-PA-220,PA-220,1,0017000000LJ3BK,012801070550,8.1.9-h4,8.1,2018-09-19,ACTIVE,,
0017000000kYaS1AAK,12456101,1,a0N7000000RseOBEAZ,2020-01-21,,YES,2019-12-02,D170232100867632,D170232,,0,12456101,PAN-PA-3020,PA-3020,1,0017000000f0JlT,001801014419,9.0.4,9.0,2014-10-14,ACTIVE,,
0017000000gF2e1AAC,46088263,,a0N7000000NW4AfEAL,2018-10-22,,YES,,D280773620645031,D2807736,,0,46088263,PAN-PA-5050-SSD2-D,PA-5050,1,0017000000kbldw,007801005152,,,2017-10-22,INACTIVE,,
0017000000tBXzoAAG,,,a0N7000000NY2VUEA1,2021-07-31,ESXi,YES,,D208771514991900,D2087715,,0,75703922,PAN-VM-300-PERP-USG-BND-5YR,VM-300,1,0017000000ndAo3,007200019129,,,2016-10-03,ACTIVE,,
0017000000q5IWqAAM,S6177834,,a0N7000000Rqa3sEAB,2022-07-01,,YES,2019-12-02,D380747334133091,D3807473,,0,89267235,PAN-PA-220,PA-220,1,0017000000q5IWq,012801068462,8.1.10,8.1,2018-12-07,ACTIVE,,
0017000000mmJtsAAE,65309500,,a0N70000007gTWdEAM,2020-05-24,,YES,2019-12-02,D4517430102357030,D4517430,,0,65309500,PAN-PA-5220-AC,PA-5220,1,0017000000MgJwy,013201013819,8.1.6,8.1,2019-02-26,ACTIVE,,
0017000000bEga3AAC,13107430,,a0N7000000i304iEAA,2020-09-13,,YES,2019-11-24,D213655218133618,D2136552,,0,13107430,PAN-PA-500-2GB,PA-500,1,0017000000p8En6,009401032706,8.1.9-h4,8.1,2017-09-14,ACTIVE,,
0017000000bFzhmAAC,52549544,,a0N70000007gTWIEA2,2017-03-31,,YES,2017-08-18,D183641813357734,D1836418,,0,52549544,PAN-PA-500,PA-500,1,0017000000qK4QQ,0006C105737,7.0.4,7.0,2010-03-29,INACTIVE,,
0017000000pesvrAAA,39965158,1,a0N70000007gTWrEAM,2019-12-31,,YES,2019-12-02,D1891654100579410,D1891654,,0,39965158,PAN-PA-5050-SSD2-D,PA-5050,1,0017000000UbOEQ,007801003216,8.1.11,8.1,2016-02-18,ACTIVE,,
0017000001SwwBaAAJ,91004996,1,a0N70000007gTWrEAM,2020-05-15,,YES,2019-12-02,D2334759109473336,D2334759,,0,91004996,PAN-PA-820,PA-820,1,0017000001JNirN,012001001777,8.1.6,8.1,2017-05-15,ACTIVE,,
0017000000jtEIQAA2,94405400,,a0N70000007gTWrEAM,2022-08-15,,YES,2019-09-19,D5153793114315057,D5153793,,0,94405400,PAN-PA-5220-AC,PA-5220,1,0017000000ZJyv0,013201016397,8.1.7,8.1,2019-08-15,ACTIVE,,
0017000000vmEsqAAE,S7912030,,a0N70000007gTWIEA2,2021-08-01,,YES,2019-12-02,D10557830020705,D105578,,0,72439038,PAN-PA-3020,PA-3020,1,0017000001OWCal,001801006263,8.1.3,8.1,2014-02-14,ACTIVE,,
00170000019NktDAAS,,,a0N7000001JPYxhEAH,2020-06-27,ESXi,YES,2019-11-19,D5071971112326537,D5071971,,0,86285560,PAN-VM-100-PERP-BND2-BKLN-1YR,VM-100,1,0017000000tcRAs,007057000067880,8.0.10,8.0,2019-07-13,ACTIVE,,
0017000000YfhO0AAJ,76380528,1,a0N70000007gTWMEA2,2020-11-17,,YES,2019-12-02,D18721351249990754,D1872135,,0,76380528,PAN-PA-3020,PA-3020,1,0017000000YfhO0,001801000894,9.0.3-h3,9.0,2015-11-17,ACTIVE,,
0017000001DbRgwAAF,22513452,,a0N7000000WDd2LEAT,2021-06-02,,YES,2019-12-02,D342497926728949,D3424979,,0,22513452,PAN-PA-850,PA-850,1,0017000000WRPwc,011901010194,8.1.6,8.1,2018-06-04,ACTIVE,,
0017000001MUj5bAAD,69343981,1,a0N70000007gTWNEA2,2020-02-22,,YES,2016-02-22,D1883671104764939,D1883671,,0,69343981,PAN-PA-500-2GB,PA-500,1,0017000000vjDxf,009401023018,7.0.5,7.0,2016-02-22,ACTIVE,,
00170000010jUKbAAM,23169107,1,a0N70000007gTWIEA2,2020-10-11,,YES,2019-12-02,D1340041248360878,D134004,,0,23169107,PAN-PA-3020,PA-3020,1,0017000000bDVjE,001801009191,9.0.3,9.0,2014-04-23,ACTIVE,,
0017000001V3pfjAAB,86444455,,a0N7000000NY2VUEA1,2020-08-17,,YES,,D255457918686935,D2554579,,0,86444455,PAN-PA-220,PA-220,1,0017000000jD5e9,012801013371,,,2017-08-17,ACTIVE,,
0017000000vjmnrAAA,71307712,,a0N70000007gTWIEA2,2017-10-28,,YES,2016-12-01,D182696915731399,D1826969,,0,71307712,PAN-PA-200,PA-200,1,0017000000y1vUB,001606041168,6.1.6,6.1,2015-07-09,INACTIVE,,
0017000000dy94zAAA,,,a0N70000007gTWIEA2,2020-12-31,NSX,YES,2019-05-28,D217680115890740,D2176801,,0,23206084,PAN-VM-1000-HV-ELA-3YR,VM-1000-HV,1,0017000000dMqGq,007900012542,7.1.14,7.1,2016-12-27,ACTIVE,,
0017000000cJnRAAA0,71742745,,a0N7000000WDd2LEAT,2024-02-19,,YES,2019-12-02,D4456287101625348,D4456287,,0,71742745,PAN-PA-220,PA-220,1,0017000000vEs2f,012801091354,8.1.11,8.1,2019-02-19,ACTIVE,,
00170000014MYL7AAO,17123860,,a0N70000007gTWIEA2,2020-05-20,,YES,2019-12-02,D4811452108604240,D4811452,,0,17123860,PAN-PRA-25,Panorama,1,0017000000kYP0B,000702169996,9.0.4,9.0,2019-05-20,ACTIVE,,
0010g00001dpPHMAA2,21138265,,a0N7000001AKIGhEAP,2022-09-11,,YES,2019-12-02,D4936548110476437,D4936548,,0,21138265,PAN-PA-220,PA-220,1,0010g00001gCf3U,012801113933,9.0.4,9.0,2019-10-07,ACTIVE,,
0017000001MBBRtAAP,54679513,,a0N7000000s72zmEAA,2020-11-24,ESXi,YES,2019-12-02,D299648721793428,D2996487,,0,54679513,PAN-VM-200,VM-200,1,0017000000q47JE,007151000004159,8.1.10,8.1,2017-12-11,ACTIVE,,
0017000000cIz2CAAS,33685368,,a0N7000000Rs2dREAR,2018-05-03,,YES,2018-04-22,D4086912324969,D40869,,0,33685368,PAN-PA-5020,PA-5020,1,0017000000bGZry,0011C101730,7.1.15,7.1,2012-05-03,INACTIVE,,
0017000001SyLO4AAN,S2635884,,a0N70000007gTWIEA2,2022-01-31,,YES,2019-12-02,D4953360114526422,D4953360,,0,90296591,PAN-PA-220,PA-220,1,0017000000kYP0B,012801110848,8.1.9,8.1,2019-07-31,ACTIVE,,
0017000001XQIHDAA5,28197556,,a0N70000007gTWrEAM,2023-04-26,,YES,2019-12-02,D329238225416023,D3292382,,0,28197556,PAN-PA-220,PA-220,1,0017000000ndtRg,012801047094,8.1.9-h4,8.1,2018-04-26,ACTIVE,,
0017000000NLWS5AAP,52229873,1,a0N70000007gTWIEA2,2020-09-30,,YES,2019-12-02,D37609401248674795,D3760940,,0,52229873,PAN-PA-220,PA-220,1,0017000000LLbqG,012801065346,8.1.2,8.1,2018-08-30,ACTIVE,,
0017000000bEuxyAAC,10677192,1,a0N70000007gTWIEA2,2021-06-30,,YES,2019-11-19,D334944832979131,D3349448,,0,10677192,PAN-PA-820,PA-820,1,0017000000LK4yz,012001013743,8.0.6-h3,8.0,2018-04-27,ACTIVE,,
0010g00001Z5H4jAAF,16247900,,a0N70000007gTWIEA2,2019-11-21,,YES,,D412927433336419,D4129274,,0,16247900,PAN-PA-220R,PA-220R,1,0017000000LLbqG,014701000919,,,2018-11-21,INACTIVE,,
0017000000y1HbLAAU,71662884,,a0N70000007gTWIEA2,2022-08-02,,YES,2019-12-02,D5121411114004872,D5121411,,0,71662884,PAN-PA-5260-AC,PA-5260,1,0017000000LLbqG,012501004321,8.1.11,8.1,2019-08-02,ACTIVE,,
0017000000qx0WAAAY,49912011,1,a0N7000000WDd2LEAT,2020-07-24,,YES,2019-12-02,D3699515101676198,D3699515,,0,49912011,PAN-PA-220,PA-220,1,0017000000of2Ea,012801064455,8.1.9-h4,8.1,2018-07-26,ACTIVE,,
0017000000OipFsAAJ,72851940,1,a0N70000007gTWrEAM,2020-04-30,,YES,2017-08-15,D14692110340180,D14692,,0,72851940,PAN-PA-2050,PA-2050,1,0010g00001ZYIrH,0003C102481,7.1.8,7.1,2011-03-11,ACTIVE,,
0017000000dr5ItAAI,,,a0N7000000NY2VUEA1,2020-03-30,,YES,2019-12-02,D229377316944837,D2293773,,0,49542435,PAN-PA-220-LAB,PA-220,1,0017000000fPdDV,012801002439,9.0.4,9.0,2017-03-30,ACTIVE,,
0017000001SyfRrAAJ,,,,2036-12-13,ESXi,YES,,D53665311248654278,D5366531,,0,82237427,PAN-VM-50-SP-PREM-BASIC-MU,VM-50,1,,015300000033279,,,2019-09-16,ACTIVE,,
0010g00001doBK0AAM,41839366,,a0N7000000WDd2LEAT,2022-06-10,,YES,2019-09-04,D4885845109838826,D4885845,,0,41839366,PAN-PA-220,PA-220,1,0017000000OkFOl,012801107000,9.0.2,9.0,2019-06-10,ACTIVE,,
0017000000dK31oAAC,,,a0N7000000WDd2LEAT,2020-04-10,ESXi,YES,2019-12-02,D3947919108700117,D3947919,,0,36885013,PAN-VM-ELA-BND2-PREM-1YR,VM-100,1,0017000000bDs2z,007051000048423,8.1.7,8.1,2019-05-07,ACTIVE,,
0017000000jtRfcAAE,,,a0N70000007gTWrEAM,2021-07-31,AWS,YES,2019-12-02,D379968230179585,D3799682,,0,27260049,PAN-VM-ELA-BND2-PREM-3YR,VM-300,1,0017000000UbOEQ,007255000050585,8.0.9,8.0,2018-08-09,ACTIVE,,
0017000000qL9idAAC,S4525077,,a0N70000007gTWrEAM,2021-06-15,,YES,2019-12-02,D4495035110013738,D4495035,,0,15985888,PAN-PA-850,PA-850,1,0017000001RL1wi,011901017445,8.1.9-h4,8.1,2019-06-04,ACTIVE,,
0017000000lBBxIAAW,S8043601,,,2022-01-26,,YES,2019-12-02,D54072891253580746,D5407289,,0,49282715,PAN-PA-220,PA-220,1,0017000000LLbqG,012801126471,8.1.10,8.1,2019-11-15,ACTIVE,,
0017000001QWwlMAAT,28310598,1,a0N70000007gTWIEA2,2020-02-04,,YES,2019-12-02,D1971100102125952,D1971100,,0,28310598,PAN-PA-500-2GB,PA-500,1,0017000000bDVjE,009401028147,7.1.22,7.1,2016-07-15,ACTIVE,,
0017000000OxPrVAAV,14410128,,a0N70000007gTWIEA2,2020-08-21,,YES,2019-12-02,D260789219061509,D2607892,,0,14410128,PAN-PA-3060,PA-3060,1,0017000000LLbqG,010401005153,8.1.10,8.1,2017-08-21,ACTIVE,,
0017000000tcB8RAAU,V4730642,,a0N700000128eQfEAI,2017-05-29,ESXi,YES,,D200889414393008,D2008894,,0,17450235,PAN-VM-300-ENT,VM-300,1,0017000001EoVt4,007200009844,,,2016-08-04,INACTIVE,,
0017000001SyfRrAAJ,,,,2036-12-24,ESXi,YES,,D56111451251757619,D5611145,,0,24442715,PAN-VM-100-SP-BKLN-BND2-3YU,VM-100,1,,007000000078087,,,2019-10-24,ACTIVE,,
0017000001SzChiAAF,,,a0N7000001d76b0EAA,2022-01-30,NSX,YES,2019-12-02,D4842036109242321,D4842036,,0,92206564,PAN-VM-ELA-BND2-USG-3YR,VM-300,1,0010g00001aCD6k,007252000069724,8.1.9-h4,8.1,2019-05-16,ACTIVE,,
0017000001OVWixAAH,25101219,1,a0N0g00002KaTJKEA3,2020-09-06,,YES,2019-11-24,D19972991254454853,D1997299,,0,,PAN-PA-3020,PA-3020,1,0017000001QW6eE,001801037194,8.0.6-h3,8.0,2016-09-06,ACTIVE,,
0017000000ynScdAAE,S1215350,,a0N7000000WDd2LEAT,2021-01-31,,YES,2019-12-02,D1830562114643860,D1830562,,0,53917137,PAN-PA-3060,PA-3060,1,0017000000fSUFb,010401001208,8.1.10,8.1,2015-07-17,ACTIVE,,
